// Size of tiles drawn to window
76,76
// How many tiles (Width X Height) to draw to window
26,14
// How big the tile that we're taking from sprite sheet is
32,32
// Upper left x y of the rectangle to draw
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
96,0
0,32
0,32
0,32
0,32
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
0,0
32,0
32,0
64,0
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
0,0
32,0
64,0
500,500,BG
96,0
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
96,0
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
96,0
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
96,0
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
500,500,BG
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
